Contract A,Contract B,Similarity
PlasmaVault_0xc50b.sol,ForwarderV4_0xb115.sol,93.67
AccountantWithRateProviders_0x78e3.sol,ForwarderV4_0xb115.sol,93.67
NonfungiblePositionManager_0xc364.sol,VirtualToken_0x44ff.sol,93.67
AccountantWithRateProviders_0x78e3.sol,LidoExecutionLayerRewardsVault_0x388c.sol,93.67
SaharaToken_0xfdff.sol,MultiBankGroup_0x45e0.sol,93.67
NonfungiblePositionManager_0xc364.sol,UltimateTokenOwnable_0x464d.sol,93.66
WFCAToken_0xae45.sol,Mint_0xba19.sol,93.66
UltimateTokenOwnable_0x464d.sol,GPv2Settlement_0x9008.sol,93.66
Mint_0xba19.sol,Proxy_0x6a41.sol,93.65
WFCAToken_0xae45.sol,MetaBridge_0x0439.sol,93.65
Mint_0xba19.sol,Proxy_0x6daf.sol,93.65
ENA_0x57e1.sol,Forwarder_0x6d5d.sol,93.65
Mint_0xba19.sol,Proxy_0x8769.sol,93.65
FluidLiteVaultProxy_0x273d.sol,ERC20Proxy_0x3335.sol,93.65
AccountantWithRateProviders_0x78e3.sol,TransparentUpgradeableProxy_0x3d90.sol,93.64
AccountantWithRateProviders_0x78e3.sol,VaultProxy_0x0e60.sol,93.64
SeaDrop_0x0000.sol,MetaBridge_0x0439.sol,93.64
ERC1967Proxy_0xf4e1.sol,WLD_0x163f.sol,93.64
WLD_0x163f.sol,DelegationManager_0xdb9b.sol,93.62
Transfers_0x1fa5.sol,VaultProxy_0x0e60.sol,93.62
LidoExecutionLayerRewardsVault_0x388c.sol,NonfungiblePositionManager_0xc364.sol,93.62
DelegationManager_0xdb9b.sol,ForwarderV4_0xb115.sol,93.61
AggregationRouterV6_0x1111.sol,EntryPoint_0x4337.sol,93.61
AggregationRouterV6_0x1111.sol,ShiroToken_0xb0ac.sol,93.6
AdminUpgradeabilityProxy_0x2a3b.sol,WLD_0x163f.sol,93.6
ERC20Proxy_0x3335.sol,Solver_0xae68.sol,93.6
GravityTokenG_0x9c7b.sol,Proxy_0x8769.sol,93.6
MAKA_0x9ff7.sol,EntryPoint_0x4337.sol,93.6
GravityTokenG_0x9c7b.sol,Proxy_0x6a41.sol,93.6
GravityTokenG_0x9c7b.sol,Proxy_0x6daf.sol,93.6
AccountantWithRateProviders_0x78e3.sol,ERC1967Proxy_0x604d.sol,93.6
PlasmaVault_0xc50b.sol,Transfers_0x1fa5.sol,93.59
AggregationRouterV6_0x1111.sol,PlasmaVault_0x43ee.sol,93.59
Bridgers_0xb685.sol,ENSToken_0xc183.sol,93.59
ERC1967Proxy_0x09c3.sol,BeefyZapRouter_0x5cc9.sol,93.59
DexRouter_0x5e1f.sol,MetaBridge_0x0439.sol,93.59
Mint_0xba19.sol,GlideDepositFactory_0x442b.sol,93.58
AccountantWithRateProviders_0x78e3.sol,ERC20Proxy_0x3335.sol,93.58
BeefyZapRouter_0x5cc9.sol,Predicter_0x71b7.sol,93.57
AggregationRouterV6_0x1111.sol,DelegationManager_0xdb9b.sol,93.57
BeefyZapRouter_0x5cc9.sol,DexRouter_0x5e1f.sol,93.57
NonfungiblePositionManager_0xc364.sol,PeerToken_0x87ac.sol,93.57
Solver_0xae68.sol,LidoExecutionLayerRewardsVault_0x388c.sol,93.57
PlasmaVault_0xc50b.sol,SeaDrop_0x0000.sol,93.57
RaveToken_0x1720.sol,ENSToken_0xc183.sol,93.56
AggregationRouterV6_0x1111.sol,Transfers_0x1fa5.sol,93.56
TransparentUpgradeableProxy_0x4867.sol,VirtualToken_0x44ff.sol,93.55
PeerToken_0x87ac.sol,TransparentUpgradeableProxy_0x4867.sol,93.54
TransparentUpgradeableProxy_0x2ddd.sol,Transfers_0x1fa5.sol,93.54
Transfers_0x1fa5.sol,TransparentUpgradeableProxy_0xda9c.sol,93.54
SeaDrop_0x0000.sol,VirtualToken_0x44ff.sol,93.54
Transfers_0x1fa5.sol,ERC1967Proxy_0x5c7b.sol,93.54
DVN_0x589d.sol,Predicter_0x71b7.sol,93.54
CumulativeMerkleDrop_0x1300.sol,MasterChefV3_0x556b.sol,93.54
Transfers_0x1fa5.sol,TransparentUpgradeableProxy_0x7623.sol,93.54
ZKPToken_0xe1be.sol,GlideDepositFactory_0x442b.sol,93.54
BeefyZapRouter_0x5cc9.sol,SeaDrop_0x0000.sol,93.54
MasterChefV3_0x556b.sol,CustodialWalletFactoryV2_0x5b61.sol,93.54
ERC1967Proxy_0x09c3.sol,EntryPoint_0x4337.sol,93.53
Bridgers_0xb685.sol,OperatorRewarder_0x6613.sol,93.53
PlasmaVault_0xc50b.sol,AdminUpgradeabilityProxy_0x2a3b.sol,93.53
SaharaToken_0xfdff.sol,TransparentUpgradeableProxy_0x4867.sol,93.53
PlasmaVault_0xc50b.sol,MultiBankGroup_0x45e0.sol,93.52
GravityTokenG_0x9c7b.sol,GlideDepositFactory_0x442b.sol,93.52
SeaDrop_0x0000.sol,ShiroToken_0xb0ac.sol,93.52
PlasmaVault_0xc50b.sol,DexRouter_0x5e1f.sol,93.52
ERC1967Proxy_0xe343.sol,MultiBankGroup_0x45e0.sol,93.51
AccountantWithRateProviders_0x78e3.sol,TransparentUpgradeableProxy_0xbca3.sol,93.51
ERC1967Proxy_0x0d9a.sol,MultiBankGroup_0x45e0.sol,93.51
Transfers_0x1fa5.sol,SeaDrop_0x0000.sol,93.51
TransparentUpgradeableProxy_0xd72a.sol,MultiBankGroup_0x45e0.sol,93.51
AccountantWithRateProviders_0x78e3.sol,ERC1967Proxy_0x0d9a.sol,93.51
AccountantWithRateProviders_0x78e3.sol,ERC1967Proxy_0xe343.sol,93.51
MultiBankGroup_0x45e0.sol,TransparentUpgradeableProxy_0xbca3.sol,93.51
PlasmaVault_0x43ee.sol,GPv2Settlement_0x9008.sol,93.51
AccountantWithRateProviders_0x78e3.sol,TransparentUpgradeableProxy_0x5aea.sol,93.51
TransparentUpgradeableProxy_0x5aea.sol,MultiBankGroup_0x45e0.sol,93.51
PlasmaVault_0x43ee.sol,NonfungiblePositionManager_0xc364.sol,93.51
AccountantWithRateProviders_0x78e3.sol,TransparentUpgradeableProxy_0xd72a.sol,93.51
MAKA_0x9ff7.sol,OFTToken_0x84ea.sol,93.5
CCTPv2WithExecutor_0xdd68.sol,MultiBankGroup_0x45e0.sol,93.5
AggregationRouterV6_0x1111.sol,ERC20Proxy_0x3335.sol,93.5
GravityTokenG_0x9c7b.sol,Forwarder_0x6d5d.sol,93.49
TransparentUpgradeableProxy_0x1a88.sol,SeaDrop_0x0000.sol,93.49
MAKA_0x9ff7.sol,TransparentUpgradeableProxy_0x4867.sol,93.49
PeerToken_0x87ac.sol,Predicter_0x71b7.sol,93.48
ERC1967Proxy_0xf4e1.sol,PENDLE_0x8085.sol,93.48
ERC1967Proxy_0xb773.sol,Transfers_0x1fa5.sol,93.48
WFCAToken_0xae45.sol,PeerToken_0x87ac.sol,93.48
RaveToken_0x1720.sol,DVN_0x589d.sol,93.48
ERC1967Proxy_0x09c3.sol,VirtualToken_0x44ff.sol,93.48
AccountantWithRateProviders_0x78e3.sol,DelegationManager_0xdb9b.sol,93.47
Permit2Proxy_0x89c6.sol,SwapRouter02_0x68b3.sol,93.47
Proxy_0x8cd8.sol,DelegationManager_0xdb9b.sol,93.47
PlasmaVault_0xc50b.sol,AccountantWithRateProviders_0x78e3.sol,93.47
OFTToken_0x84ea.sol,GamerCoin_0x728f.sol,93.47
FluidLiteVaultProxy_0x273d.sol,VirtualToken_0x44ff.sol,93.47
SaharaToken_0xfdff.sol,Predicter_0x71b7.sol,93.47
CCTPv2WithExecutor_0xdd68.sol,Solver_0xae68.sol,93.47
Forwarder_0x6d5d.sol,GamerCoin_0x728f.sol,93.46
CCTPv2WithExecutor_0xdd68.sol,EntryPoint_0x4337.sol,93.46
WFCAToken_0xae45.sol,ZKPToken_0xe1be.sol,93.46
MetaBridge_0x0439.sol,GPv2Settlement_0x9008.sol,93.45
CCTPv2WithExecutor_0xdd68.sol,DelegationManager_0xdb9b.sol,93.45
SeaDrop_0x0000.sol,TransparentUpgradeableProxy_0x5aea.sol,93.44
SeaDrop_0x0000.sol,TransparentUpgradeableProxy_0xd72a.sol,93.44
ERC20Proxy_0x3335.sol,SeaDrop_0x0000.sol,93.44
Transfers_0x1fa5.sol,AdminUpgradeabilityProxy_0x2a3b.sol,93.44
SeaDrop_0x0000.sol,TransparentUpgradeableProxy_0xbca3.sol,93.44
MAKA_0x9ff7.sol,Bridgers_0xb685.sol,93.44
GravityTokenG_0x9c7b.sol,Bridgers_0xb685.sol,93.44
ERC1967Proxy_0x0d9a.sol,SeaDrop_0x0000.sol,93.44
ERC1967Proxy_0xe343.sol,SeaDrop_0x0000.sol,93.44
AccountantWithRateProviders_0x78e3.sol,EntryPoint_0x4337.sol,93.43
Predicter_0x71b7.sol,ForwarderV4_0xb115.sol,93.43
SeaDrop_0x0000.sol,LidoExecutionLayerRewardsVault_0x388c.sol,93.42
OffRamp_0x26d3.sol,OperatorRewarder_0x6613.sol,93.42
Proxy_0x8cd8.sol,MultiBankGroup_0x45e0.sol,93.42
PlasmaVault_0x43ee.sol,Solver_0xae68.sol,93.42
AggregationRouterV6_0x1111.sol,DexRouter_0x5e1f.sol,93.42
OFTToken_0x84ea.sol,MetaBridge_0x0439.sol,93.41
AccountantWithRateProviders_0x78e3.sol,TransparentUpgradeableProxy_0x1c47.sol,93.41
TransparentUpgradeableProxy_0x4867.sol,PENDLE_0x8085.sol,93.41
SeaDrop_0x0000.sol,TransparentUpgradeableProxy_0x3d90.sol,93.41
WLD_0x163f.sol,Predicter_0x71b7.sol,93.41
TransparentUpgradeableProxy_0x1a88.sol,MultiBankGroup_0x45e0.sol,93.4
Forwarder_0x6d5d.sol,ShiroToken_0xb0ac.sol,93.4
ERC1967Proxy_0x09c3.sol,ForwarderV4_0xb115.sol,93.4
Proxy_0x8cd8.sol,EntryPoint_0x4337.sol,93.4
FluidLiteVaultProxy_0x273d.sol,ForwarderV4_0xb115.sol,93.4
AccountantWithRateProviders_0x78e3.sol,BeefyZapRouter_0x5cc9.sol,93.39
Proxy_0x6daf.sol,Permit2Proxy_0x89c6.sol,93.39
Proxy_0x8769.sol,Permit2Proxy_0x89c6.sol,93.39
Bridgers_0xb685.sol,PeerToken_0x87ac.sol,93.39
Permit2Proxy_0x89c6.sol,Proxy_0x6a41.sol,93.39
Forwarder_0x6d5d.sol,LidoExecutionLayerRewardsVault_0x388c.sol,93.39
WFCAToken_0xae45.sol,Bridgers_0xb685.sol,93.38
NonfungiblePositionManager_0xc364.sol,MetaBridge_0x0439.sol,93.38
SaharaToken_0xfdff.sol,GPv2Settlement_0x9008.sol,93.38
Permit2Proxy_0x89c6.sol,UniversalRouter_0x66a9.sol,93.38
Solver_0xae68.sol,SaharaToken_0xfdff.sol,93.38
DexRouter_0x5e1f.sol,LidoExecutionLayerRewardsVault_0x388c.sol,93.38
Solver_0xae68.sol,MultiBankGroup_0x45e0.sol,93.38
ERC1967Proxy_0x09c3.sol,ERC20Proxy_0x3335.sol,93.38
AggregationRouterV6_0x1111.sol,Solver_0xae68.sol,93.37
Mint_0xba19.sol,OFTToken_0x84ea.sol,93.37
Solver_0xae68.sol,PeerToken_0x87ac.sol,93.37
TransparentUpgradeableProxy_0x4867.sol,ForwarderV4_0xb115.sol,93.36
OFTToken_0x84ea.sol,ShiroToken_0xb0ac.sol,93.36
EntryPoint_0x4337.sol,WLD_0x163f.sol,93.36
Mint_0xba19.sol,Bridgers_0xb685.sol,93.36
SeaDrop_0x0000.sol,ForwarderV4_0xb115.sol,93.36
EntryPoint_0x4337.sol,EntryPoint_0x5ff1.sol,93.35
UltimateTokenOwnable_0x464d.sol,GlideDepositFactory_0x442b.sol,93.35
Transfers_0x1fa5.sol,Predicter_0x71b7.sol,93.35
Rebalance_0x0ccb.sol,LidoExecutionLayerRewardsVault_0x388c.sol,93.35
ERC1967Proxy_0x09c3.sol,CCTPv2WithExecutor_0xdd68.sol,93.35
PeerToken_0x87ac.sol,GPv2Settlement_0x9008.sol,93.35
CumulativeMerkleDrop_0x1300.sol,Bridgers_0xb685.sol,93.33
AggregationRouterV6_0x1111.sol,VirtualToken_0x44ff.sol,93.33
DexRouter_0x5e1f.sol,ERC1967Proxy_0x604d.sol,93.33
ERC20Proxy_0x3335.sol,TransparentUpgradeableProxy_0x4867.sol,93.33
SaharaToken_0xfdff.sol,NonfungiblePositionManager_0xc364.sol,93.33
ShiroToken_0xb0ac.sol,NonfungiblePositionManager_0xc364.sol,93.32
ERC20Proxy_0x3335.sol,LiFiDiamond_0x1231.sol,93.32
ERC1967Proxy_0xee7a.sol,DexRouter_0x5e1f.sol,93.32
DexRouter_0x5e1f.sol,ERC1967Proxy_0x445f.sol,93.32
DexRouter_0x5e1f.sol,ERC1967Proxy_0xebf6.sol,93.32
SeaDrop_0x0000.sol,TransparentUpgradeableProxy_0x1c47.sol,93.32
AccountantWithRateProviders_0x78e3.sol,TransparentUpgradeableProxy_0x6c96.sol,93.31
NonfungiblePositionManager_0xc364.sol,ForwarderV4_0xb115.sol,93.31
MultiBankGroup_0x45e0.sol,TransparentUpgradeableProxy_0x6874.sol,93.31
MAKA_0x9ff7.sol,RaveToken_0x1720.sol,93.31
CCTPv2WithExecutor_0xdd68.sol,TransparentUpgradeableProxy_0x4867.sol,93.3
PlasmaVault_0xc50b.sol,CCTPv2WithExecutor_0xdd68.sol,93.3
Solver_0xae68.sol,WLD_0x163f.sol,93.3
OffRamp_0x26d3.sol,ZKPToken_0xe1be.sol,93.29
FluidLiteVaultProxy_0x273d.sol,CCTPv2WithExecutor_0xdd68.sol,93.29
Forwarder_0x6d5d.sol,UltimateTokenOwnable_0x464d.sol,93.28
AccountantWithRateProviders_0x78e3.sol,MAKA_0x9ff7.sol,93.28
MultiBankGroup_0x45e0.sol,TransparentUpgradeableProxy_0xf668.sol,93.28
SeaDrop_0x0000.sol,ERC1967Proxy_0x604d.sol,93.28
RaveToken_0x1720.sol,GamerCoin_0x728f.sol,93.27
MultiBankGroup_0x45e0.sol,TransparentUpgradeableProxy_0x3d90.sol,93.27
MAKA_0x9ff7.sol,NonfungiblePositionManager_0xc364.sol,93.27
TransparentUpgradeableProxy_0x2e51.sol,SeaDrop_0x0000.sol,93.27
ERC1967Proxy_0x423d.sol,MultiBankGroup_0x45e0.sol,93.27
WFCAToken_0xae45.sol,LidoExecutionLayerRewardsVault_0x388c.sol,93.26
SaharaToken_0xfdff.sol,Proxy_0x6a41.sol,93.26
Proxy_0x6daf.sol,SaharaToken_0xfdff.sol,93.26
AggregationRouterV6_0x1111.sol,TransparentUpgradeableProxy_0x3d90.sol,93.26
TransparentUpgradeableProxy_0x1a88.sol,Forwarder_0x6d5d.sol,93.26
TransparentUpgradeableProxy_0x1a88.sol,DexRouter_0x5e1f.sol,93.26
Proxy_0x8769.sol,SaharaToken_0xfdff.sol,93.26
Proxy_0x8769.sol,PeerToken_0x87ac.sol,93.25
SeaDrop_0x0000.sol,ERC1967Proxy_0x445f.sol,93.25
Proxy_0x6daf.sol,PeerToken_0x87ac.sol,93.25
Mint_0xba19.sol,Forwarder_0x6d5d.sol,93.25
ERC1967Proxy_0xee7a.sol,SeaDrop_0x0000.sol,93.25
SeaDrop_0x0000.sol,ERC1967Proxy_0xebf6.sol,93.25
AccountantWithRateProviders_0x78e3.sol,VirtualToken_0x44ff.sol,93.25
Proxy_0x6a41.sol,PeerToken_0x87ac.sol,93.25
Proxy_0x8769.sol,ZKPToken_0xe1be.sol,93.24
Proxy_0x6daf.sol,ZKPToken_0xe1be.sol,93.24
TransparentUpgradeableProxy_0x1c47.sol,MultiBankGroup_0x45e0.sol,93.24
ZKPToken_0xe1be.sol,Proxy_0x6a41.sol,93.24
BeefyZapRouter_0x5cc9.sol,GlideDepositFactory_0x442b.sol,93.24
AccountantWithRateProviders_0x78e3.sol,TransparentUpgradeableProxy_0x6874.sol,93.24
OffRamp_0x26d3.sol,Permit2Proxy_0x89c6.sol,93.24
ERC1967Proxy_0x09c3.sol,AccountantWithRateProviders_0x78e3.sol,93.23
TransparentUpgradeableProxy_0x1a88.sol,Solver_0xae68.sol,93.22
PlasmaVault_0xc50b.sol,Proxy_0x8cd8.sol,93.22
AggregationRouterV6_0x1111.sol,GPv2Settlement_0x9008.sol,93.22
VirtualToken_0x44ff.sol,GPv2Settlement_0x9008.sol,93.22
ERC1967Proxy_0x0d9a.sol,Solver_0xae68.sol,93.21
Solver_0xae68.sol,TransparentUpgradeableProxy_0x5aea.sol,93.21
Solver_0xae68.sol,TransparentUpgradeableProxy_0xd72a.sol,93.21
TransparentUpgradeableProxy_0x6c96.sol,SeaDrop_0x0000.sol,93.21
RaveToken_0x1720.sol,MetaBridge_0x0439.sol,93.21
ERC1967Proxy_0xe343.sol,Solver_0xae68.sol,93.21
Solver_0xae68.sol,TransparentUpgradeableProxy_0xbca3.sol,93.21
DexRouter_0x5e1f.sol,ERC1967Proxy_0xb2ec.sol,93.2
SeaDrop_0x0000.sol,TransparentUpgradeableProxy_0xf668.sol,93.2
Transfers_0x1fa5.sol,ERC1967Proxy_0xf4e1.sol,93.2
PlasmaVault_0x43ee.sol,Predicter_0x71b7.sol,93.2
WFCAToken_0xae45.sol,PlasmaVault_0x43ee.sol,93.2
WFCAToken_0xae45.sol,Rebalance_0x0ccb.sol,93.2
PlasmaVault_0x43ee.sol,OFTToken_0x84ea.sol,93.2
Forwarder_0x6d5d.sol,ENSToken_0xc183.sol,93.2
MultiBankGroup_0x45e0.sol,ERC1967Proxy_0x604d.sol,93.2
DelegationManager_0xdb9b.sol,TransparentUpgradeableProxy_0x4867.sol,93.2
SeaDrop_0x0000.sol,ERC1967Proxy_0x423d.sol,93.2
SeaDrop_0x0000.sol,ERC1967Proxy_0xb2ec.sol,93.2
TransparentUpgradeableProxy_0xbca3.sol,GPv2Settlement_0x9008.sol,93.19
ERC1967Proxy_0xe343.sol,GPv2Settlement_0x9008.sol,93.19
TransparentUpgradeableProxy_0x5aea.sol,GPv2Settlement_0x9008.sol,93.19
ERC1967Proxy_0x0d9a.sol,GPv2Settlement_0x9008.sol,93.19
TransparentUpgradeableProxy_0xd72a.sol,GPv2Settlement_0x9008.sol,93.19
TransparentUpgradeableProxy_0x1a88.sol,Rebalance_0x0ccb.sol,93.18
Mint_0xba19.sol,RaveToken_0x1720.sol,93.18
DVN_0x589d.sol,Ondo_0xfaba.sol,93.18
DexRouter_0x5e1f.sol,TransparentUpgradeableProxy_0x3d90.sol,93.18
RaveToken_0x1720.sol,ShiroToken_0xb0ac.sol,93.18
Solver_0xae68.sol,TransparentUpgradeableProxy_0x3d90.sol,93.17
AggregationRouterV6_0x1111.sol,MAKA_0x9ff7.sol,93.17
AggregationRouterV6_0x1111.sol,TransparentUpgradeableProxy_0x1a88.sol,93.17
BeefyZapRouter_0x5cc9.sol,Rebalance_0x0ccb.sol,93.17
SeaDrop_0x0000.sol,TransparentUpgradeableProxy_0x6874.sol,93.16
Forwarder_0x6d5d.sol,ZKPToken_0xe1be.sol,93.16
SeaDrop_0x0000.sol,VaultProxy_0x0e60.sol,93.16
MasterChefV3_0x556b.sol,OperatorRewarder_0x6613.sol,93.16
Proxy_0x8cd8.sol,Predicter_0x71b7.sol,93.16
TransparentUpgradeableProxy_0x1a88.sol,GPv2Settlement_0x9008.sol,93.15
SeaDrop_0x0000.sol,WLD_0x163f.sol,93.15
AccountantWithRateProviders_0x78e3.sol,ERC1967Proxy_0x423d.sol,93.15
ERC1967Proxy_0x09c3.sol,MAKA_0x9ff7.sol,93.14
AggregationRouterV6_0x1111.sol,TransparentUpgradeableProxy_0x5aea.sol,93.14
MAKA_0x9ff7.sol,GPv2Settlement_0x9008.sol,93.14
AggregationRouterV6_0x1111.sol,ERC1967Proxy_0x0d9a.sol,93.14
AggregationRouterV6_0x1111.sol,TransparentUpgradeableProxy_0xd72a.sol,93.14
ERC1967Proxy_0xe343.sol,AggregationRouterV6_0x1111.sol,93.14
AggregationRouterV6_0x1111.sol,TransparentUpgradeableProxy_0xbca3.sol,93.14
Rebalance_0x0ccb.sol,TransparentUpgradeableProxy_0x3d90.sol,93.13
TransparentUpgradeableProxy_0x6c96.sol,MultiBankGroup_0x45e0.sol,93.13
AggregationRouterV6_0x1111.sol,LidoExecutionLayerRewardsVault_0x388c.sol,93.13
WFCAToken_0xae45.sol,SaharaToken_0xfdff.sol,93.13
Permit2Proxy_0x89c6.sol,AugustusV6_0x6a00.sol,93.13
TransparentUpgradeableProxy_0x3d90.sol,GPv2Settlement_0x9008.sol,93.13
AccountantWithRateProviders_0x78e3.sol,TransparentUpgradeableProxy_0xf668.sol,93.12
DVN_0x589d.sol,GlideDepositFactory_0x442b.sol,93.12
TransparentUpgradeableProxy_0xda9c.sol,MultiBankGroup_0x45e0.sol,93.12
Solver_0xae68.sol,EntryPoint_0x4337.sol,93.12
PlasmaVault_0xc50b.sol,GPv2Settlement_0x9008.sol,93.12
TransparentUpgradeableProxy_0x7623.sol,MultiBankGroup_0x45e0.sol,93.12
MAKA_0x9ff7.sol,Rebalance_0x0ccb.sol,93.12
Rebalance_0x0ccb.sol,VaultProxy_0x0e60.sol,93.12
BeefyZapRouter_0x5cc9.sol,Forwarder_0x6d5d.sol,93.12
TransparentUpgradeableProxy_0x2ddd.sol,MultiBankGroup_0x45e0.sol,93.12
ERC1967Proxy_0x5c7b.sol,MultiBankGroup_0x45e0.sol,93.12
ShiroToken_0xb0ac.sol,GPv2Settlement_0x9008.sol,93.11
GamerCoin_0x728f.sol,GlideDepositFactory_0x442b.sol,93.11
Forwarder_0x6d5d.sol,TransparentUpgradeableProxy_0x3d90.sol,93.11
AccountantWithRateProviders_0x78e3.sol,WLD_0x163f.sol,93.11
WFCAToken_0xae45.sol,Ondo_0xfaba.sol,93.11
SaharaToken_0xfdff.sol,GlideDepositFactory_0x442b.sol,93.1
Bridgers_0xb685.sol,Permit2Proxy_0x89c6.sol,93.1
PlasmaVault_0xc50b.sol,FluidLiteVaultProxy_0x273d.sol,93.1
AggregationRouterV6_0x1111.sol,PENDLE_0x8085.sol,93.1
FluidLiteVaultProxy_0x273d.sol,MAKA_0x9ff7.sol,93.1
EntryPoint_0x4337.sol,MultiBankGroup_0x45e0.sol,93.1
SablierLockup_0xcf8c.sol,OperatorRewarder_0x6613.sol,93.1
ERC1967Proxy_0xebf6.sol,MultiBankGroup_0x45e0.sol,93.09
ERC1967Proxy_0xee7a.sol,MultiBankGroup_0x45e0.sol,93.09
TransparentUpgradeableProxy_0x2e51.sol,MultiBankGroup_0x45e0.sol,93.09
GravityTokenG_0x9c7b.sol,OffRamp_0x26d3.sol,93.09
DVN_0x589d.sol,Forwarder_0x6d5d.sol,93.09
Forwarder_0x6d5d.sol,ERC1967Proxy_0x604d.sol,93.09
EntryPoint_0x4337.sol,TransparentUpgradeableProxy_0x4867.sol,93.09
ShiroToken_0xb0ac.sol,MasterChefV3_0x556b.sol,93.09
Forwarder_0x6d5d.sol,ERC1967Proxy_0xb2ec.sol,93.09
MultiBankGroup_0x45e0.sol,ERC1967Proxy_0x445f.sol,93.09
Permit2Proxy_0x89c6.sol,MasterChefV3_0x556b.sol,93.09
Predicter_0x71b7.sol,MultiBankGroup_0x45e0.sol,93.08
ERC1967Proxy_0xee7a.sol,Rebalance_0x0ccb.sol,93.08
WLD_0x163f.sol,TransparentUpgradeableProxy_0x4867.sol,93.08
AdminUpgradeabilityProxy_0x2a3b.sol,MultiBankGroup_0x45e0.sol,93.08
DexRouter_0x5e1f.sol,PENDLE_0x8085.sol,93.08
Rebalance_0x0ccb.sol,ERC1967Proxy_0xebf6.sol,93.08
Rebalance_0x0ccb.sol,ERC1967Proxy_0x604d.sol,93.08
Rebalance_0x0ccb.sol,ERC1967Proxy_0x445f.sol,93.08
BeefyZapRouter_0x5cc9.sol,NonfungiblePositionManager_0xc364.sol,93.07
DelegationManager_0xdb9b.sol,GPv2Settlement_0x9008.sol,93.07
Forwarder_0x6d5d.sol,TransparentUpgradeableProxy_0xbca3.sol,93.07
SwapRouter02_0x68b3.sol,OperatorRewarder_0x6613.sol,93.07
OFTToken_0x84ea.sol,ERC1967Proxy_0x423d.sol,93.07
AggregationRouterV6_0x1111.sol,TransparentUpgradeableProxy_0x2e51.sol,93.07
ERC20Proxy_0x3335.sol,Rebalance_0x0ccb.sol,93.07
CCTPv2WithExecutor_0xdd68.sol,Predicter_0x71b7.sol,93.07
Diamond_0xb300.sol,LiFiDiamond_0x1231.sol,93.07
PeerToken_0x87ac.sol,GlideDepositFactory_0x442b.sol,93.07
Forwarder_0x6d5d.sol,TransparentUpgradeableProxy_0x5aea.sol,93.07
ERC1967Proxy_0xe343.sol,Forwarder_0x6d5d.sol,93.07
Forwarder_0x6d5d.sol,TransparentUpgradeableProxy_0xd72a.sol,93.07
ERC1967Proxy_0x0d9a.sol,Forwarder_0x6d5d.sol,93.07
ENA_0x57e1.sol,OffRamp_0x26d3.sol,93.06
ERC1967Proxy_0x423d.sol,GPv2Settlement_0x9008.sol,93.06
ShiroToken_0xb0ac.sol,GlideDepositFactory_0x442b.sol,93.06
Rebalance_0x0ccb.sol,ERC1967Proxy_0xb2ec.sol,93.06
AccountantWithRateProviders_0x78e3.sol,PENDLE_0x8085.sol,93.06
Bridgers_0xb685.sol,ShiroToken_0xb0ac.sol,93.06
Solver_0xae68.sol,ForwarderV4_0xb115.sol,93.05
Solver_0xae68.sol,ERC1967Proxy_0x423d.sol,93.05
TransparentUpgradeableProxy_0xf668.sol,GPv2Settlement_0x9008.sol,93.05
Forwarder_0x6d5d.sol,ERC1967Proxy_0x445f.sol,93.05
ERC1967Proxy_0xee7a.sol,Forwarder_0x6d5d.sol,93.05
MasterChefV3_0x556b.sol,MetaBridge_0x0439.sol,93.05
Forwarder_0x6d5d.sol,ERC1967Proxy_0xebf6.sol,93.05
TransparentUpgradeableProxy_0x2e51.sol,Forwarder_0x6d5d.sol,93.04
WFCAToken_0xae45.sol,ERC1967Proxy_0x445f.sol,93.04
Forwarder_0x6d5d.sol,VirtualToken_0x44ff.sol,93.04
MAKA_0x9ff7.sol,SeaDrop_0x0000.sol,93.04
Solver_0xae68.sol,TransparentUpgradeableProxy_0xf668.sol,93.04
AccountantWithRateProviders_0x78e3.sol,Forwarder_0x6d5d.sol,93.04
WFCAToken_0xae45.sol,ERC1967Proxy_0xebf6.sol,93.04
WFCAToken_0xae45.sol,ERC1967Proxy_0xee7a.sol,93.04
FluidLiteVaultProxy_0x273d.sol,PENDLE_0x8085.sol,93.04
ENA_0x57e1.sol,SwapRouter02_0x68b3.sol,93.04
DVN_0x589d.sol,GPv2Settlement_0x9008.sol,93.04
Transfers_0x1fa5.sol,NonfungiblePositionManager_0xc364.sol,93.04
AggregationRouterV6_0x1111.sol,ERC1967Proxy_0x445f.sol,93.03
OFTToken_0x84ea.sol,TransparentUpgradeableProxy_0xf668.sol,93.03
Solver_0xae68.sol,TransparentUpgradeableProxy_0x1c47.sol,93.03
ERC1967Proxy_0xe343.sol,Rebalance_0x0ccb.sol,93.03
Bridgers_0xb685.sol,ZKPToken_0xe1be.sol,93.03
Rebalance_0x0ccb.sol,TransparentUpgradeableProxy_0xd72a.sol,93.03
AggregationRouterV6_0x1111.sol,ERC1967Proxy_0xebf6.sol,93.03
Rebalance_0x0ccb.sol,TransparentUpgradeableProxy_0x5aea.sol,93.03
ERC1967Proxy_0x0d9a.sol,Rebalance_0x0ccb.sol,93.03
ENA_0x57e1.sol,MasterChefV3_0x556b.sol,93.03
PlasmaVault_0xc50b.sol,Solver_0xae68.sol,93.03
Rebalance_0x0ccb.sol,TransparentUpgradeableProxy_0xbca3.sol,93.03
