Contract A,Contract B,Similarity
ERC1967Proxy_0x5c7b.sol,LiFiDiamond_0x1231.sol,86.7
InstaToken_0x6f40.sol,ERC1967Proxy_0xf4e1.sol,86.69
GaugeCL_0x8ca1.sol,UltimateTokenOwnable_0x464d.sol,86.68
MetaAggregationRouterV2_0x6131.sol,Permit2Proxy_0x89c6.sol,86.68
SaharaToken_0xfdff.sol,EntryPoint_0x5ff1.sol,86.66
RaveToken_0x1720.sol,PendleRouterV4_0x8888.sol,86.66
PendleRouterV4_0x8888.sol,Predicter_0x71b7.sol,86.65
ShiroToken_0xb0ac.sol,LiFiDiamond_0x1231.sol,86.65
BeefyZapRouter_0x5cc9.sol,EntryPoint_0x5ff1.sol,86.64
GaugeCL_0x8ca1.sol,GamerCoin_0x728f.sol,86.63
ForwarderV4_0xb115.sol,FulfillHelper_0xbc06.sol,86.63
TransparentUpgradeableProxy_0x1a88.sol,EntryPoint_0x5ff1.sol,86.62
Proxy_0x8cd8.sol,MetaAggregationRouterV2_0x6131.sol,86.62
ERC1967Proxy_0x626f.sol,ForwarderV4_0xb115.sol,86.61
PendleRouterV4_0x8888.sol,GPv2Settlement_0x9008.sol,86.6
InstaToken_0x6f40.sol,SaharaToken_0xfdff.sol,86.6
Bridgers_0xb685.sol,CentralizedOracle_0x8681.sol,86.6
EntryPoint_0x5ff1.sol,TransparentUpgradeableProxy_0x3d90.sol,86.6
Solver_0xae68.sol,LiFiDiamond_0x1231.sol,86.59
ERC1967Proxy_0x09c3.sol,TransitSwapRouterV5_0x0796.sol,86.58
SaharaToken_0xfdff.sol,FulfillHelper_0xbc06.sol,86.58
ERC1967Proxy_0xe343.sol,EntryPoint_0x5ff1.sol,86.56
MetaAggregationRouterV2_0x6131.sol,OperatorRewarder_0x6613.sol,86.56
ERC1967Proxy_0x0d9a.sol,EntryPoint_0x5ff1.sol,86.56
DelegationManager_0xdb9b.sol,EntryPoint_0x5ff1.sol,86.56
TransparentUpgradeableProxy_0xd72a.sol,EntryPoint_0x5ff1.sol,86.56
TransparentUpgradeableProxy_0x5aea.sol,EntryPoint_0x5ff1.sol,86.56
TransparentUpgradeableProxy_0xbca3.sol,EntryPoint_0x5ff1.sol,86.56
AccountantWithRateProviders_0x78e3.sol,InstaToken_0x6f40.sol,86.55
PENDLE_0x8085.sol,FulfillHelper_0xbc06.sol,86.54
Proxy_0x8769.sol,CentralizedOracle_0x8681.sol,86.54
Proxy_0x6daf.sol,CentralizedOracle_0x8681.sol,86.54
Proxy_0x6a41.sol,CentralizedOracle_0x8681.sol,86.54
ReceiveUln302_0xc02a.sol,Predicter_0x71b7.sol,86.54
TransparentUpgradeableProxy_0xda9c.sol,FulfillHelper_0xbc06.sol,86.53
TransparentUpgradeableProxy_0x7623.sol,FulfillHelper_0xbc06.sol,86.53
Proxy_0x4731.sol,SablierLockup_0xcf8c.sol,86.53
WFCAToken_0xae45.sol,PendleRouterV4_0x8888.sol,86.53
TransparentUpgradeableProxy_0x2ddd.sol,FulfillHelper_0xbc06.sol,86.53
FluidLiteVaultProxy_0x273d.sol,WalletSimple_0xfe11.sol,86.53
ERC1967Proxy_0x5c7b.sol,FulfillHelper_0xbc06.sol,86.53
ERC1967Proxy_0x604d.sol,EntryPoint_0x5ff1.sol,86.52
GaugeCL_0x8ca1.sol,PeerToken_0x87ac.sol,86.52
LiFiDiamond_0x1231.sol,GlideDepositFactory_0x442b.sol,86.51
TransitSwapRouterV5_0x0796.sol,SeaDrop_0x0000.sol,86.51
PendleRouterV4_0x8888.sol,GlideDepositFactory_0x442b.sol,86.51
GaugeCL_0x8ca1.sol,ERC1967Proxy_0x423d.sol,86.5
PeerToken_0x87ac.sol,FulfillHelper_0xbc06.sol,86.5
ERC1967Proxy_0x626f.sol,MAKA_0x9ff7.sol,86.5
Mint_0xba19.sol,MetaAggregationRouterV2_0x6131.sol,86.49
ERC1967Proxy_0xee7a.sol,EntryPoint_0x5ff1.sol,86.49
EntryPoint_0x5ff1.sol,ERC1967Proxy_0x445f.sol,86.49
ERC1967Proxy_0xebf6.sol,EntryPoint_0x5ff1.sol,86.49
GaugeCL_0x8ca1.sol,Transfers_0x1fa5.sol,86.48
Ondo_0xfaba.sol,RelayDepository_0x4cd0.sol,86.48
TransparentUpgradeableProxy_0x1c47.sol,EntryPoint_0x5ff1.sol,86.47
BeefyZapRouter_0x5cc9.sol,GaugeCL_0x8ca1.sol,86.47
BounceAuctionToken_0xa9b1.sol,TetherUSD_0x584e.sol,86.46
Rebalance_0x0ccb.sol,PendleRouterV4_0x8888.sol,86.46
TransitSwapRouterV5_0x0796.sol,AugustusV6_0x6a00.sol,86.46
GaugeCL_0x8ca1.sol,ForwarderV4_0xb115.sol,86.44
MetaAggregationRouterV2_0x6131.sol,ENSToken_0xc183.sol,86.43
AggregationRouterV6_0x1111.sol,LiFiDiamond_0x1231.sol,86.43
SablierLockup_0xcf8c.sol,RelayDepository_0x4cd0.sol,86.43
InstaToken_0x6f40.sol,TransparentUpgradeableProxy_0x4867.sol,86.42
Transfers_0x1fa5.sol,FulfillHelper_0xbc06.sol,86.42
DexRouter_0x5e1f.sol,WalletSimple_0xfe11.sol,86.42
AccountantWithRateProviders_0x78e3.sol,LiFiDiamond_0x1231.sol,86.41
TransparentUpgradeableProxy_0x2e51.sol,EntryPoint_0x5ff1.sol,86.41
TransitSwapRouterV5_0x0796.sol,Rebalance_0x0ccb.sol,86.4
ERC1967Proxy_0xf4e1.sol,FulfillHelper_0xbc06.sol,86.4
DVN_0x589d.sol,MetaAggregationRouterV2_0x6131.sol,86.4
GaugeCL_0x8ca1.sol,TransparentUpgradeableProxy_0xf668.sol,86.4
ERC20Proxy_0x3335.sol,EntryPoint_0x5ff1.sol,86.39
GaugeCL_0x8ca1.sol,Forwarder_0x6d5d.sol,86.39
VirtualToken_0x44ff.sol,EntryPoint_0x5ff1.sol,86.39
TransparentUpgradeableProxy_0x6c96.sol,EntryPoint_0x5ff1.sol,86.38
EntryPoint_0x5ff1.sol,ERC1967Proxy_0xb2ec.sol,86.37
TransitSwapRouterV5_0x0796.sol,NonfungiblePositionManager_0xc364.sol,86.36
GaugeCL_0x8ca1.sol,MultiBankGroup_0x45e0.sol,86.36
TransparentUpgradeableProxy_0xf668.sol,FulfillHelper_0xbc06.sol,86.36
ERC1967Proxy_0x09c3.sol,LiFiDiamond_0x1231.sol,86.36
InstaToken_0x6f40.sol,Ondo_0xfaba.sol,86.36
WLD_0x163f.sol,FulfillHelper_0xbc06.sol,86.35
PlasmaVault_0xc50b.sol,EntryPoint_0x5ff1.sol,86.35
Predicter_0x71b7.sol,WalletSimple_0xfe11.sol,86.35
TransparentUpgradeableProxy_0x6874.sol,EntryPoint_0x5ff1.sol,86.35
NonfungiblePositionManager_0xc364.sol,WalletSimple_0xfe11.sol,86.34
InstaToken_0x6f40.sol,DelegationManager_0xdb9b.sol,86.34
ERC1967Proxy_0x423d.sol,FulfillHelper_0xbc06.sol,86.33
MetaAggregationRouterV2_0x6131.sol,UltimateTokenOwnable_0x464d.sol,86.33
PENDLE_0x8085.sol,EntryPoint_0x5ff1.sol,86.32
MetaAggregationRouterV2_0x6131.sol,PENDLE_0x8085.sol,86.31
AccountantWithRateProviders_0x78e3.sol,WalletSimple_0xfe11.sol,86.31
TransitSwapRouterV5_0x0796.sol,MasterChefV3_0x556b.sol,86.3
WFCAToken_0xae45.sol,MetaSwap_0x881d.sol,86.3
TransitSwapRouterV5_0x0796.sol,Solver_0xae68.sol,86.3
ERC1967Proxy_0xee7a.sol,MetaAggregationRouterV2_0x6131.sol,86.29
AdminUpgradeabilityProxy_0x2a3b.sol,EntryPoint_0x5ff1.sol,86.29
MetaAggregationRouterV2_0x6131.sol,ERC1967Proxy_0x445f.sol,86.29
InstaToken_0x6f40.sol,EntryPoint_0x4337.sol,86.29
EntryPoint_0x5ff1.sol,VaultProxy_0x0e60.sol,86.29
ERC1967Proxy_0xebf6.sol,MetaAggregationRouterV2_0x6131.sol,86.29
PENDLE_0x8085.sol,LiFiDiamond_0x1231.sol,86.28
PlasmaVault_0xc50b.sol,ERC1967Proxy_0x626f.sol,86.28
ERC1967Proxy_0x09c3.sol,WalletSimple_0xfe11.sol,86.27
TransparentUpgradeableProxy_0xf668.sol,EntryPoint_0x5ff1.sol,86.27
Forwarder_0x6d5d.sol,ReceiveUln302_0xc02a.sol,86.27
MetaAggregationRouterV2_0x6131.sol,ERC1967Proxy_0x604d.sol,86.27
LidoExecutionLayerRewardsVault_0x388c.sol,EntryPoint_0x5ff1.sol,86.26
ERC1967Proxy_0x423d.sol,EntryPoint_0x5ff1.sol,86.26
DexRouter_0x5e1f.sol,InstaToken_0x6f40.sol,86.25
ReceiveUln302_0xc02a.sol,GlideDepositFactory_0x442b.sol,86.24
GaugeCL_0x8ca1.sol,WLD_0x163f.sol,86.24
Bridgers_0xb685.sol,InterchainToken_0x516d.sol,86.23
LidoExecutionLayerRewardsVault_0x388c.sol,LiFiDiamond_0x1231.sol,86.23
TransitSwapRouterV5_0x0796.sol,SwapRouter02_0x68b3.sol,86.22
TransitSwapRouterV5_0x0796.sol,Bridgers_0xb685.sol,86.22
GaugeCL_0x8ca1.sol,TransparentUpgradeableProxy_0x3d90.sol,86.22
SeaDrop_0x0000.sol,LiFiDiamond_0x1231.sol,86.21
TransitSwapRouterV5_0x0796.sol,Predicter_0x71b7.sol,86.2
Bridgers_0xb685.sol,YBToken_0x0179.sol,86.2
MasterChefV3_0x556b.sol,YBToken_0x0179.sol,86.19
GaugeCL_0x8ca1.sol,CCTPv2WithExecutor_0xdd68.sol,86.19
LiFiDiamond_0x1231.sol,ForwarderV4_0xb115.sol,86.18
AggregationRouterV6_0x1111.sol,GaugeCL_0x8ca1.sol,86.17
WalletSimple_0xfe11.sol,GlideDepositFactory_0x442b.sol,86.17
TransitSwapRouterV5_0x0796.sol,TransparentUpgradeableProxy_0x4867.sol,86.17
InstaToken_0x6f40.sol,Predicter_0x71b7.sol,86.16
TransparentUpgradeableProxy_0x1a88.sol,MetaAggregationRouterV2_0x6131.sol,86.16
ERC1967Proxy_0xb773.sol,EntryPoint_0x5ff1.sol,86.16
ERC1967Proxy_0x5c7b.sol,EntryPoint_0x5ff1.sol,86.15
PushOracleReceiverV2_0xce52.sol,InstaToken_0x6f40.sol,86.15
MetaAggregationRouterV2_0x6131.sol,ERC1967Proxy_0xb2ec.sol,86.15
GaugeCL_0x8ca1.sol,TransparentUpgradeableProxy_0x5aea.sol,86.15
TransparentUpgradeableProxy_0xda9c.sol,EntryPoint_0x5ff1.sol,86.15
ERC1967Proxy_0xe343.sol,GaugeCL_0x8ca1.sol,86.15
TransparentUpgradeableProxy_0x7623.sol,EntryPoint_0x5ff1.sol,86.15
Transfers_0x1fa5.sol,EntryPoint_0x5ff1.sol,86.15
TransparentUpgradeableProxy_0x2ddd.sol,EntryPoint_0x5ff1.sol,86.15
GaugeCL_0x8ca1.sol,TransparentUpgradeableProxy_0xbca3.sol,86.15
GaugeCL_0x8ca1.sol,PENDLE_0x8085.sol,86.15
ERC1967Proxy_0x0d9a.sol,GaugeCL_0x8ca1.sol,86.15
GaugeCL_0x8ca1.sol,TransparentUpgradeableProxy_0xd72a.sol,86.15
OFTToken_0x84ea.sol,WalletSimple_0xfe11.sol,86.14
ForwarderV4_0xb115.sol,EntryPoint_0x5ff1.sol,86.14
GaugeCL_0x8ca1.sol,OFTToken_0x84ea.sol,86.14
ERC1967Proxy_0x09c3.sol,InstaToken_0x6f40.sol,86.13
Rebalance_0x0ccb.sol,WalletSimple_0xfe11.sol,86.13
AggregationRouterV6_0x1111.sol,InstaToken_0x6f40.sol,86.13
TransparentUpgradeableProxy_0x4867.sol,LiFiDiamond_0x1231.sol,86.13
MetaAggregationRouterV2_0x6131.sol,TransparentUpgradeableProxy_0x3d90.sol,86.12
FluidLiteVaultProxy_0x273d.sol,InstaToken_0x6f40.sol,86.12
Transfers_0x1fa5.sol,LiFiDiamond_0x1231.sol,86.12
ReceiveUln302_0xc02a.sol,GPv2Settlement_0x9008.sol,86.1
ERC1967Proxy_0x626f.sol,Forwarder_0x6d5d.sol,86.09
GravityTokenG_0x9c7b.sol,MetaAggregationRouterV2_0x6131.sol,86.09
ERC1967Proxy_0x626f.sol,PENDLE_0x8085.sol,86.09
WFCAToken_0xae45.sol,TransitSwapRouterV5_0x0796.sol,86.08
TransparentUpgradeableProxy_0x2e51.sol,GaugeCL_0x8ca1.sol,86.08
FluidLiteVaultProxy_0x273d.sol,FulfillHelper_0xbc06.sol,86.08
BeefyZapRouter_0x5cc9.sol,MetaAggregationRouterV2_0x6131.sol,86.06
PlasmaVault_0x43ee.sol,FulfillHelper_0xbc06.sol,86.06
MAKA_0x9ff7.sol,MetaAggregationRouterV2_0x6131.sol,86.05
AugustusV6_0x6a00.sol,LiFiDiamond_0x1231.sol,86.04
GaugeCL_0x8ca1.sol,TransparentUpgradeableProxy_0x1a88.sol,86.03
GaugeCL_0x8ca1.sol,AdminUpgradeabilityProxy_0x2a3b.sol,86.03
CCTPv2WithExecutor_0xdd68.sol,MetaAggregationRouterV2_0x6131.sol,86.02
GaugeCL_0x8ca1.sol,TransparentUpgradeableProxy_0x6874.sol,86.02
MetaAggregationRouterV2_0x6131.sol,VirtualToken_0x44ff.sol,86.01
InterchainToken_0x516d.sol,Proxy_0x6a41.sol,86.0
Proxy_0x8769.sol,InterchainToken_0x516d.sol,86.0
Proxy_0x6daf.sol,InterchainToken_0x516d.sol,86.0
MAKA_0x9ff7.sol,EntryPoint_0x5ff1.sol,85.99
InterchainToken_0x516d.sol,AugustusV6_0x6a00.sol,85.99
Proxy_0x6a41.sol,PendleRouterV4_0x8888.sol,85.99
Proxy_0x6daf.sol,PendleRouterV4_0x8888.sol,85.99
Proxy_0x8769.sol,PendleRouterV4_0x8888.sol,85.99
LiFiDiamond_0x1231.sol,VirtualToken_0x44ff.sol,85.97
ERC20Proxy_0x3335.sol,MetaAggregationRouterV2_0x6131.sol,85.97
TransparentUpgradeableProxy_0x2e51.sol,MetaAggregationRouterV2_0x6131.sol,85.96
MetaAggregationRouterV2_0x6131.sol,TransparentUpgradeableProxy_0xbca3.sol,85.96
RaveToken_0x1720.sol,GaugeCL_0x8ca1.sol,85.96
ERC1967Proxy_0xe343.sol,MetaAggregationRouterV2_0x6131.sol,85.96
ERC1967Proxy_0xb773.sol,MetaAggregationRouterV2_0x6131.sol,85.96
MetaAggregationRouterV2_0x6131.sol,TransparentUpgradeableProxy_0xd72a.sol,85.96
ERC1967Proxy_0x0d9a.sol,MetaAggregationRouterV2_0x6131.sol,85.96
MetaAggregationRouterV2_0x6131.sol,TransparentUpgradeableProxy_0x5aea.sol,85.96
GaugeCL_0x8ca1.sol,TransparentUpgradeableProxy_0x1c47.sol,85.95
GaugeCL_0x8ca1.sol,VaultProxy_0x0e60.sol,85.95
ZKPToken_0xe1be.sol,MetaAggregationRouterV2_0x6131.sol,85.95
RaveToken_0x1720.sol,WalletSimple_0xfe11.sol,85.94
PendleRouterV4_0x8888.sol,SwapRouter02_0x68b3.sol,85.94
MetaAggregationRouterV2_0x6131.sol,TransparentUpgradeableProxy_0x1c47.sol,85.94
CCTPv2WithExecutor_0xdd68.sol,LiFiDiamond_0x1231.sol,85.93
ERC1967Proxy_0x626f.sol,Predicter_0x71b7.sol,85.92
GaugeCL_0x8ca1.sol,ERC1967Proxy_0x5c7b.sol,85.91
GaugeCL_0x8ca1.sol,ERC1967Proxy_0x445f.sol,85.91
PushOracleReceiverV2_0xce52.sol,ReceiveUln302_0xc02a.sol,85.91
GaugeCL_0x8ca1.sol,ERC1967Proxy_0xee7a.sol,85.91
GaugeCL_0x8ca1.sol,TransparentUpgradeableProxy_0xda9c.sol,85.91
GaugeCL_0x8ca1.sol,TransparentUpgradeableProxy_0x7623.sol,85.91
GaugeCL_0x8ca1.sol,ERC1967Proxy_0xebf6.sol,85.91
TransparentUpgradeableProxy_0x2ddd.sol,GaugeCL_0x8ca1.sol,85.91
GaugeCL_0x8ca1.sol,DVN_0x589d.sol,85.9
CCTPv2WithExecutor_0xdd68.sol,EntryPoint_0x5ff1.sol,85.9
OffRamp_0x26d3.sol,WalletSimple_0xfe11.sol,85.89
Proxy_0x4731.sol,Ondo_0xfaba.sol,85.89
PendleRouterV4_0x8888.sol,MasterChefV3_0x556b.sol,85.89
WLD_0x163f.sol,LiFiDiamond_0x1231.sol,85.89
ERC1967Proxy_0x626f.sol,Transfers_0x1fa5.sol,85.88
PlasmaVault_0xc50b.sol,GaugeCL_0x8ca1.sol,85.88
SablierLockup_0xcf8c.sol,CentralizedOracle_0x8681.sol,85.87
Solver_0xae68.sol,EntryPoint_0x5ff1.sol,85.87
Bridgers_0xb685.sol,PendleRouterV4_0x8888.sol,85.86
GaugeCL_0x8ca1.sol,TransparentUpgradeableProxy_0x6c96.sol,85.86
ERC1967Proxy_0x09c3.sol,FulfillHelper_0xbc06.sol,85.86
EntryPoint_0x4337.sol,FulfillHelper_0xbc06.sol,85.85
MultiBankGroup_0x45e0.sol,EntryPoint_0x5ff1.sol,85.85
ERC1967Proxy_0xf4e1.sol,EntryPoint_0x5ff1.sol,85.84
TransparentUpgradeableProxy_0x6c96.sol,MetaAggregationRouterV2_0x6131.sol,85.84
GaugeCL_0x8ca1.sol,ERC1967Proxy_0xb2ec.sol,85.84
AugustusV6_0x6a00.sol,CentralizedOracle_0x8681.sol,85.84
MetaAggregationRouterV2_0x6131.sol,TransparentUpgradeableProxy_0x6874.sol,85.83
MAKA_0x9ff7.sol,LiFiDiamond_0x1231.sol,85.82
Proxy_0x8cd8.sol,LiFiDiamond_0x1231.sol,85.81
Forwarder_0x6d5d.sol,WalletSimple_0xfe11.sol,85.8
InterchainToken_0x516d.sol,SablierLockup_0xcf8c.sol,85.79
ReceiveUln302_0xc02a.sol,NonfungiblePositionManager_0xc364.sol,85.78
TransitSwapRouterV5_0x0796.sol,GlideDepositFactory_0x442b.sol,85.78
Ondo_0xfaba.sol,CentralizedOracle_0x8681.sol,85.77
LiFiDiamond_0x1231.sol,GPv2Settlement_0x9008.sol,85.77
WLD_0x163f.sol,EntryPoint_0x5ff1.sol,85.76
WFCAToken_0xae45.sol,WalletSimple_0xfe11.sol,85.76
TransparentUpgradeableProxy_0x4867.sol,FulfillHelper_0xbc06.sol,85.75
TransitSwapRouterV5_0x0796.sol,Forwarder_0x6d5d.sol,85.75
ERC1967Proxy_0x626f.sol,Rebalance_0x0ccb.sol,85.75
GaugeCL_0x8ca1.sol,Solver_0xae68.sol,85.75
SeaDrop_0x0000.sol,EntryPoint_0x5ff1.sol,85.74
GaugeCL_0x8ca1.sol,SaharaToken_0xfdff.sol,85.74
DexRouter_0x5e1f.sol,FulfillHelper_0xbc06.sol,85.74
MetaAggregationRouterV2_0x6131.sol,ForwarderV4_0xb115.sol,85.74
MetaAggregationRouterV2_0x6131.sol,VaultProxy_0x0e60.sol,85.73
AggregationRouterV6_0x1111.sol,EntryPoint_0x5ff1.sol,85.73
Proxy_0x8cd8.sol,EntryPoint_0x5ff1.sol,85.73
OffRamp_0x26d3.sol,PendleRouterV4_0x8888.sol,85.71
DelegationManager_0xdb9b.sol,FulfillHelper_0xbc06.sol,85.7
OffRamp_0x26d3.sol,ReceiveUln302_0xc02a.sol,85.7
GaugeCL_0x8ca1.sol,SeaDrop_0x0000.sol,85.69
MultiBankGroup_0x45e0.sol,LiFiDiamond_0x1231.sol,85.66
TransitSwapRouterV5_0x0796.sol,GPv2Settlement_0x9008.sol,85.66
GaugeCL_0x8ca1.sol,ERC1967Proxy_0x604d.sol,85.66
SaharaToken_0xfdff.sol,MetaAggregationRouterV2_0x6131.sol,85.65
WFCAToken_0xae45.sol,InstaToken_0x6f40.sol,85.64
MetaAggregationRouterV2_0x6131.sol,PeerToken_0x87ac.sol,85.64
InstaToken_0x6f40.sol,NonfungiblePositionManager_0xc364.sol,85.64
ERC1967Proxy_0xb773.sol,GaugeCL_0x8ca1.sol,85.64
MultiBankGroup_0x45e0.sol,FulfillHelper_0xbc06.sol,85.63
PushOracleReceiverV2_0xce52.sol,WalletSimple_0xfe11.sol,85.62
ERC1967Proxy_0x626f.sol,SeaDrop_0x0000.sol,85.61
Proxy_0x4731.sol,RelayDepository_0x4cd0.sol,85.61
ERC1967Proxy_0x626f.sol,NonfungiblePositionManager_0xc364.sol,85.6
GaugeCL_0x8ca1.sol,OffRamp_0x26d3.sol,85.59
GaugeCL_0x8ca1.sol,Predicter_0x71b7.sol,85.58
Predicter_0x71b7.sol,FulfillHelper_0xbc06.sol,85.57
GaugeCL_0x8ca1.sol,ERC1967Proxy_0xf4e1.sol,85.57
ReceiveUln302_0xc02a.sol,MasterChefV3_0x556b.sol,85.57
DexRouter_0x5e1f.sol,EntryPoint_0x5ff1.sol,85.56
Proxy_0x4731.sol,PendleRouterV4_0x8888.sol,85.56
TransparentUpgradeableProxy_0x7623.sol,MetaAggregationRouterV2_0x6131.sol,85.55
TransparentUpgradeableProxy_0x4867.sol,EntryPoint_0x5ff1.sol,85.55
ERC1967Proxy_0x5c7b.sol,MetaAggregationRouterV2_0x6131.sol,85.55
TransparentUpgradeableProxy_0xda9c.sol,MetaAggregationRouterV2_0x6131.sol,85.55
TransparentUpgradeableProxy_0x2ddd.sol,MetaAggregationRouterV2_0x6131.sol,85.55
Diamond_0xb300.sol,ERC20Proxy_0x3335.sol,85.55
PepeToken_0x6982.sol,TokenMintERC20Token_0x95ad.sol,85.54
PlasmaVault_0xc50b.sol,FulfillHelper_0xbc06.sol,85.53
AdminUpgradeabilityProxy_0x2a3b.sol,MetaAggregationRouterV2_0x6131.sol,85.53
ERC1967Proxy_0x626f.sol,RaveToken_0x1720.sol,85.52
MetaAggregationRouterV2_0x6131.sol,WLD_0x163f.sol,85.52
DexRouter_0x5e1f.sol,MetaAggregationRouterV2_0x6131.sol,85.5
Bridgers_0xb685.sol,ReceiveUln302_0xc02a.sol,85.48
InstaToken_0x6f40.sol,MasterChefV3_0x556b.sol,85.47
Rebalance_0x0ccb.sol,LiFiDiamond_0x1231.sol,85.46
FluidLiteVaultProxy_0x273d.sol,EntryPoint_0x5ff1.sol,85.46
Rebalance_0x0ccb.sol,InstaToken_0x6f40.sol,85.46
Transfers_0x1fa5.sol,MetaAggregationRouterV2_0x6131.sol,85.41
AccountantWithRateProviders_0x78e3.sol,EntryPoint_0x5ff1.sol,85.39
AccountantWithRateProviders_0x78e3.sol,FulfillHelper_0xbc06.sol,85.38
InstaToken_0x6f40.sol,GlideDepositFactory_0x442b.sol,85.38
AggregationRouterV6_0x1111.sol,MetaAggregationRouterV2_0x6131.sol,85.37
Proxy_0x6daf.sol,ReceiveUln302_0xc02a.sol,85.36
Proxy_0x8769.sol,ReceiveUln302_0xc02a.sol,85.36
Proxy_0x6a41.sol,ReceiveUln302_0xc02a.sol,85.36
PendleRouterV4_0x8888.sol,UniversalRouter_0x66a9.sol,85.35
GaugeCL_0x8ca1.sol,ERC20Proxy_0x3335.sol,85.35
WalletSimple_0xfe11.sol,SwapRouter02_0x68b3.sol,85.34
EntryPoint_0x5ff1.sol,GPv2Settlement_0x9008.sol,85.33
GaugeCL_0x8ca1.sol,GPv2Settlement_0x9008.sol,85.33
PendleRouterV4_0x8888.sol,AugustusV6_0x6a00.sol,85.32
Proxy_0x6daf.sol,TransitSwapRouterV5_0x0796.sol,85.31
TransitSwapRouterV5_0x0796.sol,Proxy_0x6a41.sol,85.31
MetaAggregationRouterV2_0x6131.sol,ERC1967Proxy_0xf4e1.sol,85.31
Proxy_0x8769.sol,TransitSwapRouterV5_0x0796.sol,85.31
ERC1967Proxy_0x626f.sol,DexRouter_0x5e1f.sol,85.3
AggregationRouterV6_0x1111.sol,ERC1967Proxy_0x626f.sol,85.3
PlasmaVault_0x43ee.sol,MetaAggregationRouterV2_0x6131.sol,85.28
MetaAggregationRouterV2_0x6131.sol,TransparentUpgradeableProxy_0xf668.sol,85.28
PepeToken_0x6982.sol,BounceAuctionToken_0xa9b1.sol,85.28
MetaAggregationRouterV2_0x6131.sol,ERC1967Proxy_0x423d.sol,85.27
GaugeCL_0x8ca1.sol,DelegationManager_0xdb9b.sol,85.25
ERC1967Proxy_0x626f.sol,Solver_0xae68.sol,85.25
EntryPoint_0x4337.sol,MetaAggregationRouterV2_0x6131.sol,85.24
ReceiveUln302_0xc02a.sol,AugustusV6_0x6a00.sol,85.23
WFCAToken_0xae45.sol,ERC1967Proxy_0x626f.sol,85.23
InterchainToken_0x516d.sol,YBToken_0x0179.sol,85.22
PushOracleReceiverV2_0xce52.sol,PendleRouterV4_0x8888.sol,85.22
GaugeCL_0x8ca1.sol,TransparentUpgradeableProxy_0x4867.sol,85.21
InstaToken_0x6f40.sol,OFTToken_0x84ea.sol,85.21
WalletSimple_0xfe11.sol,MasterChefV3_0x556b.sol,85.2
ReceiveUln302_0xc02a.sol,Ondo_0xfaba.sol,85.2
ERC1967Proxy_0x626f.sol,MultiBankGroup_0x45e0.sol,85.19
ERC1967Proxy_0x09c3.sol,EntryPoint_0x5ff1.sol,85.19
YBToken_0x0179.sol,RelayDepository_0x4cd0.sol,85.18
Solver_0xae68.sol,FulfillHelper_0xbc06.sol,85.17
Proxy_0x4731.sol,YBToken_0x0179.sol,85.14
MetaAggregationRouterV2_0x6131.sol,MultiBankGroup_0x45e0.sol,85.1
ERC1967Proxy_0x626f.sol,Proxy_0x6daf.sol,85.09
ERC1967Proxy_0x626f.sol,Proxy_0x8769.sol,85.09
ERC1967Proxy_0x626f.sol,Proxy_0x6a41.sol,85.09
Proxy_0x4731.sol,InterchainToken_0x516d.sol,85.08
NonfungiblePositionManager_0xc364.sol,EntryPoint_0x5ff1.sol,85.06
PlasmaVault_0xc50b.sol,MetaAggregationRouterV2_0x6131.sol,85.06
InstaToken_0x6f40.sol,GPv2Settlement_0x9008.sol,85.06
RaveToken_0x1720.sol,InstaToken_0x6f40.sol,85.04
Rebalance_0x0ccb.sol,FulfillHelper_0xbc06.sol,85.04
ERC1967Proxy_0x626f.sol,GlideDepositFactory_0x442b.sol,85.03
InstaToken_0x6f40.sol,SwapRouter02_0x68b3.sol,85.01
Rebalance_0x0ccb.sol,EntryPoint_0x5ff1.sol,85.01
NonfungiblePositionManager_0xc364.sol,LiFiDiamond_0x1231.sol,85.01
Predicter_0x71b7.sol,EntryPoint_0x5ff1.sol,85.0
TransitSwapRouterV5_0x0796.sol,UniversalRouter_0x66a9.sol,84.99
Ondo_0xfaba.sol,YBToken_0x0179.sol,84.98
MetaAggregationRouterV2_0x6131.sol,DelegationManager_0xdb9b.sol,84.98
ERC1967Proxy_0x626f.sol,GPv2Settlement_0x9008.sol,84.98
AggregationRouterV6_0x1111.sol,FulfillHelper_0xbc06.sol,84.97
FluidLiteVaultProxy_0x273d.sol,GaugeCL_0x8ca1.sol,84.95
GaugeCL_0x8ca1.sol,EntryPoint_0x4337.sol,84.94
WFCAToken_0xae45.sol,FulfillHelper_0xbc06.sol,84.92
Proxy_0x4731.sol,CentralizedOracle_0x8681.sol,84.91
Diamond_0xb300.sol,Permit2Proxy_0x89c6.sol,84.88
Diamond_0xb300.sol,BeefyZapRouter_0x5cc9.sol,84.87
InterchainToken_0x516d.sol,RelayDepository_0x4cd0.sol,84.87
Proxy_0x6daf.sol,WalletSimple_0xfe11.sol,84.85
SeaDrop_0x0000.sol,FulfillHelper_0xbc06.sol,84.85
AccountantWithRateProviders_0x78e3.sol,MetaAggregationRouterV2_0x6131.sol,84.85
Proxy_0x8769.sol,WalletSimple_0xfe11.sol,84.85
Proxy_0x6a41.sol,WalletSimple_0xfe11.sol,84.85
ERC1967Proxy_0x626f.sol,OFTToken_0x84ea.sol,84.84
